,line_id,c1,c2,c3,c4,c5,c6,c7,c8,text,cb1,cb2,cb3,cb4,cb5,cb6,cb7,cb8,page_id,filepath,fontsize,spacing_upper,spacing_lower,class
14113,r0_020,361,1061,860,1061,860,1092,361,1092,"zählte ?ein Silber und wog ?ein Gold,",1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,31,45,42,
14109,r0_021,363,1104,730,1104,730,1134,363,1134,Und lachte dazu im Stillen;,1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,30,42,42,
14122,r0_022,363,1146,847,1146,847,1176,363,1176,Der Richter bog um Gun?t und Geld,1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,30,42,43,
14124,r0_023,363,1189,757,1189,757,1219,363,1219,Das Recht nach ?einem Willen.,1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,30,43,42,
14127,r0_024,312,1231,779,1231,779,1261,312,1261,"Da war ein Mägdlein in der Stadt,",1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,30,42,43,
14129,r0_025,364,1274,751,1274,751,1304,364,1304,"Ein Kind von jungen Jahren,",1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,30,43,41,
14121,r0_026,365,1315,829,1315,829,1345,365,1345,Er trieb es fort von Haus und Hof,1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,30,41,44,
14136,r0_027,362,1359,700,1359,700,1389,362,1389,Mit grimmigem Gebahren.,1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,30,44,41,
14120,r0_028,313,1401,776,1401,776,1430,313,1430,"Und als der Schnee im Winter fiel,",1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,29,41,44,
14126,r0_029,364,1443,752,1443,752,1474,364,1474,"Und ging der Rhein mit Ei?e,",1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,31,44,42,
14117,r0_030,365,1478,845,1478,845,1516,365,1516,"Jhn jammerte nicht des Kindes Noth,",1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,38,42,43,
14134,r0_031,364,1527,809,1527,809,1559,364,1559,Das hatte nicht Kleid noch Spei?e.,1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,32,43,29,
14108,r0_032,805,1567,850,1567,850,1588,805,1588,29 *,1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,21,29,131,
14112,r0_033,784,1693,826,1693,826,1719,784,1719,,1,1,1248,1,1248,1755,1,1755,483,/home/konle/Dropbox/OCR_lyric_res/polko/0487.xml,26,131,0,
14158,r0_001,527,149,748,149,748,182,527,182,— 452 —,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,33,0,62,
14171,r0_002,365,213,852,213,852,244,365,244,Und als der Frühling kam in's Land.,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,31,62,43,
14166,r0_003,415,257,875,257,875,287,415,287,Die Vöglein ?angen mit Schalle —,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,43,42,
14156,r0_004,416,299,900,299,900,329,416,329,Sie fanden das Mägdlein Morgens todt,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,42,41,
14147,r0_005,415,342,767,342,767,370,415,370,Auf einer Streu im Stalle.,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,28,41,44,
14144,r0_006,366,385,857,385,857,414,366,414,Sie trugen es fort und gruben es ein,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,29,44,42,
14165,r0_007,415,427,780,427,780,456,415,456,Am Friedhof auf der Wie?e;,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,29,42,43,
14149,r0_008,417,468,937,468,937,499,417,499,Die Seele ging in Sankt Michael's Schooß,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,31,43,43,
14172,r0_009,415,512,699,512,699,542,415,542,Hinauf zum Paradie?e.,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,43,42,
14143,r0_010,366,554,834,554,834,584,366,584,Den Tag darnach der Kaufmann ritt,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,42,43,
14152,r0_011,417,597,804,597,804,627,417,627,"Wohl lachend daher im Trabe,",1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,43,42,
14140,r0_012,416,639,896,639,896,669,416,669,Da ?tanden drei Lilien weiß wie Schnee,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,42,43,
14148,r0_013,419,678,758,678,758,712,419,712,Gewach?en auf dem Grabe.,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,34,43,42,
14170,r0_014,365,723,886,723,886,754,365,754,"Da ?tanden drei Lilien weiß wie Schnee,",1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,31,42,43,
14151,r0_015,415,766,824,766,824,797,415,797,Jm Winde die Blumen gingen;,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,31,43,42,
14163,r0_016,418,808,953,808,953,839,418,839,"Ein Vöglein ?chwang vom Hügel ?ich auf,",1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,31,42,43,
14164,r0_017,416,850,807,850,807,882,416,882,Jm Flug hub's an zu ?ingen:,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,32,43,42,
14168,r0_018,367,893,951,893,951,924,367,924,"""Herr Marx von Köln, Herr Marx von Köln,",1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,31,42,42,
14161,r0_019,418,936,771,936,771,966,418,966,Wie bleich i?t dein Ge?ichte!,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,42,43,
14146,r0_020,416,979,943,979,943,1009,416,1009,"Du bi?t ein Mörder, Herr Marx von Köln,",1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,43,43,
14142,r0_021,415,1022,760,1022,760,1052,415,1052,"Jch lade dich zu Gerichte!""",1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,43,45,
14155,r0_022,367,1063,941,1063,941,1097,367,1097,"Dem Kaufherrn wohl das Lachen verging,",1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,34,45,39,
14157,r0_023,417,1106,803,1106,803,1136,417,1136,Sein Muth war all' verloren;,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,39,43,
14160,r0_024,417,1149,967,1149,967,1179,417,1179,"Er wandte ?ein Roß und jagte nach Haus,",1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,43,41,
14162,r0_025,416,1192,813,1192,813,1220,416,1220,Vom Blute trof?en die Sporen.,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,28,41,43,
14154,r0_026,367,1234,913,1234,913,1263,367,1263,Er wollte nicht nehmen Spei?e noch Trank,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,29,43,44,
14169,r0_027,418,1276,748,1276,748,1307,418,1307,Vor äng?tlichen Gedanken;,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,31,44,42,
14153,r0_028,418,1317,880,1317,880,1349,418,1349,"Wohin er ?chaut' in Saal und Hof,",1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,32,42,42,
14159,r0_029,417,1361,786,1361,786,1391,417,1391,Drei Lilien ?ah er ?chwanken.,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,30,42,47,
14150,r0_030,366,1404,865,1404,865,1438,366,1438,"Und als er Nachts auf den Ki??en lag,",1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,34,47,46,
14167,r0_031,417,1445,880,1445,880,1484,417,1484,Keinen Schlaf konnt' er erzwingen;,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,39,46,35,
14141,r0_032,418,1484,880,1484,880,1519,418,1519,"Sobald ihm fielen die Augen zu,",1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,35,35,47,
14145,r0_033,409,1527,910,1527,910,1566,409,1566,Hört' er das Vöglein ?ingen.,1,1,1248,1,1248,1755,1,1755,484,/home/konle/Dropbox/OCR_lyric_res/polko/0488.xml,39,47,0,
14189,r0_001,495,161,679,161,679,184,495,184,— 453 —,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,23,0,73,
14202,r0_002,298,227,800,227,800,257,298,257,",,Ach helft mir, helft mir, lieber Arzt!",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,73,43,
14197,r0_003,347,268,754,268,754,300,347,300,Jch will's euch neunfach zahlen:,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,32,43,47,
14187,r0_004,289,311,903,311,903,347,289,347,Mir brennt's im Herzen wie hölli?ch Feu'r;,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,36,47,40,
14178,r0_005,346,355,743,355,743,387,346,387,"Helft mir von die?en Qualen!""",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,32,40,41,
14176,r0_006,296,396,848,396,848,428,296,428,"Wohl ging der Arzt, mit Sorg' und Fleiß",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,32,41,44,
14196,r0_007,347,439,776,439,776,472,347,472,Manch' bittern Trank zu mi?chen;,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,33,44,41,
14180,r0_008,348,482,870,482,870,513,348,513,"Es that nicht gut, es that nicht ?chlimm,",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,31,41,43,
14203,r0_009,347,525,730,525,730,556,347,556,Das Vöglein ?ang dazwi?chen:,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,31,43,41,
14175,r0_010,296,567,823,567,823,597,296,597,",,Herr Marx von Köln, an deiner Sünd'",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,41,43,
14183,r0_011,347,610,664,610,664,640,347,640,Wird alle Kun?t zunichte.,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,43,43,
14173,r0_012,347,653,901,653,901,683,347,683,"Du bi?t ein Mörder, Herr Marx von Köln,",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,43,42,
14179,r0_013,348,695,687,695,687,725,348,725,"Jch lade dich zu Gerichte.""",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,42,42,
14201,r0_014,297,738,685,738,685,767,297,767,Und um die dritte Mitternacht,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,29,42,43,
14182,r0_015,349,780,764,780,764,810,349,810,Ging an der Thür ein Klopfen;,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,43,42,
14194,r0_016,347,821,812,821,812,852,347,852,"Den Kranken trieb's vom Lager auf,",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,31,42,44,
14195,r0_017,347,865,780,865,780,896,347,896,Jhm floß die Stirn von Tropfen.,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,31,44,42,
14199,r0_018,296,908,780,908,780,938,296,938,"Und als ?eine Hand den Riegel ?chob,",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,42,43,
14192,r0_019,349,951,791,951,791,981,349,981,Sie flog vor Ang?t und Schmerze;,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,43,43,
14177,r0_020,348,992,860,992,860,1024,348,1024,"Und als die Thür' in den Angeln ging,",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,32,43,42,
14174,r0_021,348,1036,726,1036,726,1066,348,1066,Ein Zug blies aus die Kerze.,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,42,42,
14186,r0_022,294,1079,785,1079,785,1108,294,1108,"Der draußen ?tand, das war der Tod;",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,29,42,43,
14188,r0_023,349,1120,786,1120,786,1151,349,1151,"Er nahm Herrn Marx von Köllen,",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,31,43,44,
14191,r0_024,348,1162,788,1162,788,1195,348,1195,Er ?etzt' ihn auf ?ein a?chfarb Roß,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,33,44,41,
14193,r0_025,348,1205,737,1205,737,1236,348,1236,Und fuhr mit ihm zur Höllen.,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,31,41,29,
14185,r0_026,777,1247,940,1247,940,1265,777,1265,Emanurl Geibel.,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,18,29,115,
14200,r0_027,397,1345,778,1345,778,1380,397,1380,Der Bleicherin Nachtlied.,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,35,115,66,
14184,r0_028,331,1398,769,1398,769,1446,331,1446,deaen buinkten durch die Nacht.,1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,48,66,42,
14190,r0_029,381,1458,824,1458,824,1488,381,1488,"Blaß der Mond am Himmel ?tand,",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,42,43,
14181,r0_030,381,1501,763,1501,763,1531,381,1531,"Mägdlein ?aß an Ufers Rand,",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,43,42,
14198,r0_031,379,1543,765,1543,765,1573,379,1573,"Hielt bei ihrem Leinen Wacht,",1,1,1248,1,1248,1755,1,1755,485,/home/konle/Dropbox/OCR_lyric_res/polko/0489.xml,30,42,0,
14221,r0_001,567,156,750,156,750,179,567,179,— 454 —,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,23,0,73,
14234,r0_002,450,220,776,220,776,252,450,252,Sang in lei?en Melodei'n,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,32,73,42,
14229,r0_003,449,265,800,265,800,294,449,294,Jn die weite Nacht hinein:,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,29,42,44,
14219,r0_004,402,306,788,306,788,338,402,338,",Bleiche, bleiche, weißes Lein,",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,32,44,41,
14210,r0_005,451,348,810,348,810,379,451,379,Jn des ?tillen Mondes Hut!,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,31,41,44,
14208,r0_006,450,392,876,392,876,423,450,423,"Bi?t du bleich, dann bi?t du gut,",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,31,44,42,
14228,r0_007,451,434,940,434,940,465,451,465,"Bi?t du bleich, dann bi?t du rein. —",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,31,42,42,
14212,r0_008,454,476,831,476,831,507,454,507,"Bleiche, bleiche, weißes Lein!",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,31,42,42,
14235,r0_009,452,518,944,518,944,549,452,549,Bleich muß alles Cnde ?ein. —,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,31,42,45,
14207,r0_010,245,561,783,561,783,594,245,594,"Sonne gibt zu lichten Schein,",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,33,45,40,
14215,r0_011,453,604,820,604,820,634,453,634,Läßt dem Herzen keine Ra?t;,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,30,40,43,
14204,r0_012,453,647,821,647,821,677,453,677,"J?t der Tag nur er?t erblaßt,",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,30,43,40,
14211,r0_013,454,688,912,688,912,717,454,717,Wird das Herz auch ruhig ?ein. —,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,29,40,44,
14233,r0_014,453,731,826,731,826,761,453,761,"Bleiche, bleiche, weißes Lein!",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,30,44,42,
14214,r0_015,454,772,812,772,812,803,454,803,Bleich muß alles Ende ?ein.,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,31,42,42,
14226,r0_016,404,814,761,814,761,845,404,845,"War ein thöricht Mägdelein,",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,31,42,49,
14227,r0_017,455,858,866,858,866,894,455,894,Roth und fri?ch mein Ange?icht;,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,36,49,36,
14231,r0_018,456,901,821,901,821,930,456,930,"Rothe Wangen taugen nicht,",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,29,36,42,
14224,r0_019,456,942,842,942,842,972,456,972,Locken Unglück nur herein. —,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,30,42,43,
14209,r0_020,456,986,834,986,834,1015,456,1015,"Bleiche, bleiche, weißes Lein!",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,29,43,42,
14206,r0_021,454,1027,815,1027,815,1057,454,1057,Bleich muß alles Ende ?ein.,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,30,42,42,
14218,r0_022,407,1070,742,1070,742,1099,407,1099,Cile dich und bleiche fein!,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,29,42,43,
14220,r0_023,456,1111,813,1111,813,1142,456,1142,Hab' ja treu gewartet dein;,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,31,43,43,
14223,r0_024,458,1153,886,1153,886,1185,458,1185,"Legt man mich in's Grab hinein,",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,32,43,40,
14225,r0_025,457,1196,904,1196,904,1225,457,1225,Deck' in Frieden mein Gebein! —,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,29,40,45,
14217,r0_026,458,1240,832,1240,832,1270,458,1270,"Bleiche, bleiche, weißes Lein!",1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,30,45,42,
14232,r0_027,459,1282,814,1282,814,1312,459,1312,Bleich muß alles Ende ?ein.,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,30,42,117,
14216,r0_028,592,1410,697,1410,697,1429,592,1429,. ef,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,19,117,16,
14222,r0_029,595,1412,731,1412,731,1445,595,1445,J?k.,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,33,16,-106,
14213,r0_030,752,1322,898,1322,898,1339,752,1339,Robert Reinich.,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,17,-106,175,
14230,r0_031,444,1464,811,1464,811,1514,444,1514,Jch oi die Prinze??in Jl?e.,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,50,175,38,
14205,r0_032,497,1522,831,1522,831,1552,497,1552,Und wohne im Jl?en?tein;,1,1,1248,1,1248,1755,1,1755,486,/home/konle/Dropbox/OCR_lyric_res/polko/0490.xml,30,38,0,
14253,r0_001,510,147,705,147,705,171,510,171,— 455 —,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,24,0,73,
14266,r0_002,399,214,825,214,825,244,399,244,"Komm mit nach meinem Schlo??e,",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,30,73,43,
14261,r0_003,398,256,678,256,678,287,398,287,Wir wollen ?elig ?ein.,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,31,43,42,
14251,r0_004,346,299,713,299,713,329,346,329,Dein Haupt will ich benetzen,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,30,42,39,
14242,r0_005,397,340,713,340,713,368,397,368,"Mit meiner klaren Well',",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,28,39,46,
14240,r0_006,396,383,849,383,849,414,396,414,"Du ?oll?t deine Schmerzen verge??en,",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,31,46,42,
14260,r0_007,397,426,706,426,706,456,397,456,Du ?orgenkranker Ge?ell!,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,30,42,42,
14244,r0_008,346,469,683,469,683,498,346,498,Jn meinen weißen Armen.,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,29,42,44,
14267,r0_009,398,512,718,512,718,542,398,542,"An meiner weißen Bru?t,",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,30,44,42,
14239,r0_010,396,554,813,554,813,584,396,584,Da ?oll?t du liegen und träumen,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,30,42,43,
14247,r0_011,397,596,684,596,684,627,397,627,Von alter Märchenlu?t.,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,31,43,42,
14236,r0_012,279,640,749,640,749,669,279,669,"Jch will dich kü??en und herzen,",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,29,42,45,
14243,r0_013,295,682,740,682,740,714,295,714,Wie ich geherzt und geküßt,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,32,45,40,
14265,r0_014,396,724,738,724,738,754,396,754,"Den lieben Kai?er Heinrich,",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,30,40,44,
14246,r0_015,399,767,680,767,680,798,399,798,Der nun ge?torben i?t.,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,31,44,39,
14258,r0_016,346,809,695,809,695,837,346,837,"Es bleiben todt die Todten,",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,28,39,43,
14259,r0_017,397,851,762,851,762,880,397,880,Und nur der Lebendige lebt;,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,29,43,44,
14263,r0_018,397,893,801,893,801,924,397,924,"Und ich bin ?chon und blühend,",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,31,44,43,
14256,r0_019,397,937,733,937,733,967,397,967,Mein lachendes Herze bebt.,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,30,43,42,
14241,r0_020,345,979,761,979,761,1009,345,1009,"Komm in mein Schleß herunter,",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,30,42,46,
14238,r0_021,319,1022,752,1022,752,1055,319,1055,"Jn mein kri?tallenes Schloß,",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,33,46,39,
14250,r0_022,396,1064,873,1064,873,1094,396,1094,"Dort tanzen die Fräulein und Ritter,",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,30,39,42,
14252,r0_023,397,1107,742,1107,742,1136,397,1136,Es jubelt der Knappentroß.,1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,29,42,42,
14255,r0_024,346,1149,793,1149,793,1178,346,1178,"Es rau?chen die ?eidenen Schleppen,",1,1,1248,1,1248,1755,1,1755,487,/home/konle/Dropbox/OCR_lyric_res/polko/0491.xml,29,42,42,
